ProbeID	ESJ1	isp2	ESJ1	isp2
1457023_at	3.7	29.3	A	A
1457024_x_at	92.3	70.1	P	P
1457025_at	13.6	1	A	A
1457026_at	553.3	664.1	P	P
1457027_at	701.1	606.7	P	P
1457028_at	97.5	160.1	P	P
1457029_at	39.4	43.1	A	P
1457030_at	537.1	28.2	P	A
1457031_at	38.9	66.6	A	A
1457032_at	79.5	38	A	A
1457033_at	657.9	196.7	P	P
1457034_at	750.1	961.8	P	P
1457035_at	0.7	15.1	A	A
1457036_at	104.9	93	A	A
1457037_at	48.3	195.2	A	P
1457038_at	352.3	309.7	P	P
1457039_at	493.2	755.9	P	P
1457040_at	150.5	70.3	P	P
1457041_at	121.1	112	P	P
1457042_at	42	17.2	A	A
1457043_at	592.6	889.7	P	P
1457044_at	2.1	1.8	A	A
1457045_at	2	8.5	A	A
1457046_s_at	63.7	61.2	A	P
1457047_at	214.9	161.8	P	P
1457048_at	25.6	0.4	A	A
1457049_at	30.8	24.6	A	P
1457050_at	54.7	47.9	A	P
1457051_at	57.1	53.9	P	P
1457052_at	25.1	60.8	A	M
1457053_at	255.9	278	P	P
1457054_a_at	250.2	174.5	M	P
1457055_at	220.2	291	P	P
1457056_at	3.9	6	A	A
1457057_at	138.5	61.3	P	A
1457058_at	26.1	54.4	A	A
1457059_at	219.6	328.4	P	P
1457060_at	5.2	3.5	A	A
1457061_at	42.6	5.2	A	A
1457062_at	476.9	308.2	P	P
1457063_at	27.5	1	A	A
1457064_at	136.8	103.8	A	P
1457065_at	53.5	32	A	A
1457066_at	21.7	46.8	A	A
1457067_at	53.2	52.9	A	P
1457068_at	3.7	88	A	A
1457069_at	267.4	410.5	P	P
1457070_at	122.4	40.3	P	P
1457071_x_at	53.6	18.9	P	A
1457072_at	82	18	P	A
1457073_at	233.9	137.2	P	P
1457074_at	138	211.2	P	P
1457075_at	87.7	55	A	A
1457076_at	142.7	319.7	A	P
1457077_at	7.6	19	A	A
1457078_at	1051.4	892.8	P	P
1457079_at	122.1	319.9	P	P
1457080_at	33.5	10.4	A	A
1457081_at	210.4	138.6	P	P
1457082_at	9.4	38.4	A	A
1457083_at	456.1	369.6	P	P
1457084_at	75.8	6.5	A	A
1457085_at	6.6	2.5	A	A
1457086_at	102.9	54	A	A
1457087_at	9.1	15.1	A	A
1457088_at	230.3	37.4	P	P
1457089_at	177.2	187.6	P	P
1457090_at	81.2	44.3	M	P
1457091_at	17.8	3.5	A	A
1457092_at	4.9	23	A	A
1457093_at	71	171.3	P	P
1457095_at	50.3	11.5	A	A
1457096_at	4.1	2.5	A	A
1457097_at	142.7	174.5	M	P
1457098_at	91.9	7.5	P	A
1457099_at	58.3	72.2	A	P
1457100_at	91.8	142.1	P	P
1457101_at	22.6	3.7	A	A
1457102_at	68.5	35.2	A	A
1457103_at	16.2	12.7	A	A
1457104_at	6.2	37.1	A	A
1457105_at	49.2	4.1	P	A
1457106_at	154.7	359.2	A	P
1457107_at	207.9	80.2	P	A
1457108_at	21.6	23.5	A	A
1457109_x_at	3.9	13.6	A	A
1457110_at	57.6	63.7	A	A
1457111_at	371.8	292.7	P	P
1457112_at	2.5	3.5	A	A
1457113_at	636.5	448	P	P
1457114_at	15.9	29.2	A	A
1457115_at	17.3	9.9	A	A
1457116_at	40.6	60.5	A	A
1457117_at	35.6	84.6	A	P
1457118_at	81.6	3.2	P	A
1457119_at	178.8	118.9	P	M
1457120_at	1.6	5.8	A	A
1457121_at	102	53.7	A	A
1457122_at	12.6	12.8	A	P
1457123_at	23.1	44.1	A	A
1457124_at	38.4	30.2	A	P
1457125_at	24.1	22.7	A	A
1457127_at	5.5	47.6	A	P
1457128_at	108	129.6	A	A
1457129_at	47.8	19.1	P	A
1457130_at	19.4	43	A	A
1457131_at	72.8	75.7	A	A
1457132_at	5.5	7.6	A	A
1457133_at	68.2	54.5	P	P
1457134_at	7.2	35.6	A	A
1457135_at	13	9	A	A
1457136_at	44.1	70.7	A	M
1457137_at	5.8	25	A	P
1457138_x_at	32.5	11.2	A	A
1457139_at	694.5	348.9	P	P
1457140_s_at	3.8	22.2	A	P
1457141_at	97.7	38.3	P	P
1457142_at	2.9	1.7	A	A
1457143_at	2.1	12.6	A	A
1457144_at	48.2	41.5	A	A
1457145_at	71.6	94.5	A	P
1457146_at	3.6	38.3	A	A
1457148_at	5.7	6.2	A	A
1457149_at	39.5	11.5	A	A
1457150_at	148.7	212.8	P	P
1457151_at	6.6	10.4	A	A
1457152_at	1.6	2.9	A	A
1457153_at	114.7	98.1	A	P
1457154_at	34	61.4	A	P
1457155_at	60.3	51.7	A	P
1457156_at	19.3	10.2	A	A
1457157_at	348.1	235.9	P	P
1457158_at	120.2	204.1	A	M
1457159_at	12	35.1	A	A
1457160_at	67.4	9.5	A	A
1457161_at	309.2	107.5	P	P
1457162_at	42.4	60.2	A	A
1457163_at	53.7	46.7	A	P
1457164_at	5.8	43.5	A	A
1457165_at	2.2	7.1	A	A
1457166_at	70	28.5	P	M
1457167_at	70.7	55.6	A	A
1457168_at	27.1	44	A	A
1457169_at	16.4	4.2	A	A
1457170_at	3	20.3	A	A
1457171_at	310.3	159.8	A	P
1457172_at	45.3	4.3	A	A
1457173_at	386	565.8	P	P
1457174_at	41.6	34.3	A	P
1457175_at	127.8	75.6	P	P
1457176_at	118	64.5	P	P
1457177_at	2.3	29.3	A	A
1457178_at	33.7	36.8	A	A
1457179_at	2.4	2	A	A
1457180_at	34.4	5.8	A	A
1457181_at	164.3	128.2	A	M
1457182_at	4	33	A	A
1457183_at	46.7	9.7	A	A
1457184_at	70.1	57.8	A	A
1457185_at	52.4	102.1	P	P
1457186_at	7.4	2	A	A
1457187_at	69.3	13.5	A	A
1457188_at	102.2	50.3	A	P
1457189_at	33.4	72.5	A	P
1457190_at	7	29.2	A	A
1457191_at	29.3	21.8	A	P
1457192_at	5.5	20.3	A	A
1457193_at	137.7	101.3	P	A
1457194_at	88.1	22.6	A	A
1457195_at	136.9	73.6	P	P
1457196_at	41.3	65.9	A	A
1457197_at	37.9	10.9	A	A
1457198_at	74	13.3	A	A
1457199_at	31.1	99.4	A	P
1457200_at	30.3	1.9	A	A
1457201_at	7	38.7	A	A
1457202_at	64	31.3	M	A
1457203_at	1.8	2.9	A	A
1457204_at	12.2	41	A	A
1457205_at	76.7	87.6	A	P
1457206_at	4.1	18.2	A	P
1457207_at	33.7	11.2	A	A
1457208_at	39.1	8.2	A	A
1457209_at	103.9	64.3	P	P
1457210_at	8.6	6.9	A	A
1457211_at	49.2	13.4	M	A
1457212_at	7.1	2.8	A	A
1457213_a_at	393.9	425.5	P	P
1457214_at	182.8	199.5	P	P
1457215_at	23.3	1	A	A
1457216_at	125.5	121.8	A	P
1457217_at	18.4	23.2	A	A
1457218_at	254.7	186.3	P	P
1457219_at	44.7	62.4	A	P
1457220_at	3.4	47.9	A	P
1457221_at	2.6	1.5	A	A
1457222_at	3.6	15.7	A	A
1457223_at	4.7	1.8	A	A
1457224_at	9.3	20.6	A	A
1457225_at	31.6	7	A	A
1457226_at	7.1	3.4	A	A
1457227_at	4.4	0.6	A	A
1457228_x_at	91.2	242.5	A	P
1457229_at	34	37.6	A	A
1457230_at	163.9	129.3	A	P
1457231_at	2	92.5	A	P
1457232_at	50.3	43.4	A	A
1457233_at	972.2	833.6	P	P
1457234_at	4.5	3.1	A	A
1457235_at	35.2	2.1	P	A
1457236_at	3.8	5.4	A	A
1457237_at	164.1	82.6	P	P
1457238_at	33.3	4.4	A	A
1457239_at	31	24.8	A	A
1457240_at	163.8	113.5	P	P
1457241_at	1.8	5.6	A	A
1457242_at	183.9	131.2	A	A
1457243_at	67.5	51.5	A	P
1457244_at	5.5	3.7	A	A
1457245_at	5.5	8.5	A	A
1457246_at	721.5	595.7	P	P
1457247_at	89.1	126	A	P
1457248_x_at	255.5	242.8	P	P
1457249_at	122.4	164.4	P	P
1457250_x_at	84.1	142	A	P
1457251_x_at	114.7	54	A	A
1457252_x_at	195.7	83	P	A
1457253_at	30.9	14.4	A	A
1457254_x_at	67.3	65.1	A	P
1457255_x_at	42.8	3.9	A	A
1457256_x_at	1171.2	877.4	P	P
1457257_x_at	15.4	12.1	A	A
1457258_at	16.3	22.3	A	A
1457259_at	229.6	119.6	P	P
1457260_at	97.9	61.8	A	A
1457261_at	2.8	0.2	A	A
1457262_at	195.7	295.5	P	P
1457263_at	16.6	3.9	A	A
1457264_at	192.4	138.9	P	P
1457266_at	307.7	258.7	P	P
1457267_at	237.4	252	P	P
1457268_at	218.5	526.3	A	P
1457269_at	86.6	40.8	A	A
1457270_at	40.3	3.8	A	A
1457271_at	49.3	24.4	A	A
1457273_at	36.4	15.7	A	A
1457274_at	24.6	0.4	A	A
1457275_at	117.3	34.9	P	P
1457276_at	133.3	88.7	P	P
1457277_at	65.3	52	A	A
1457278_at	75.4	45.2	P	P
1457279_at	253	227.3	P	P
1457280_at	46.2	23.2	A	A
1457281_at	1582.3	1529.6	P	P
1457282_x_at	75.2	33.7	A	A
1457283_at	3.8	6.6	A	A
1457284_at	64.1	38.3	P	P
1457286_at	28.8	29.8	A	A
1457287_at	101.6	109.1	P	P
1457288_at	46.6	50.3	P	A
1457289_at	18.7	2.2	A	A
1457290_at	29	14	A	A
1457291_at	5.6	6.2	A	A
1457292_at	2405.9	2091.2	P	P
1457293_at	4.2	24.6	A	A
1457294_at	117.5	119.2	P	P
1457295_at	72.3	132.8	A	M
1457296_at	46.7	22.5	A	P
1457297_at	90.8	50.4	A	A
1457298_at	40.1	17.8	A	A
1457299_at	166.6	172.5	A	P
1457300_at	24.3	36.3	A	P
1457301_at	303.4	214.2	P	P
1457302_at	547.6	683	P	P
1457304_at	345.7	184.8	P	P
1457305_at	199.8	50.1	P	A
1457306_at	62.8	40.7	A	A
1457307_at	3.9	20.1	A	A
1457309_at	5.9	6.5	A	A
1457310_x_at	10.2	39.8	A	A
1457311_at	9.6	55.9	A	P
1457312_at	68.6	98.6	A	P
1457313_at	47.3	41.2	A	A
1457314_at	10250.1	9827.4	P	P
1457315_at	20.8	13.4	A	A
1457316_at	157.3	114.2	P	P
1457317_at	2.3	8.2	A	A
1457318_at	36.5	30.5	A	A
1457319_at	11.7	6.4	A	A
1457320_at	3.9	2.5	A	A
1457321_at	22.8	16.5	A	A
1457322_at	64.9	22	P	A
1457323_at	3.5	2.3	A	A
1457324_at	7.8	43.4	A	A
1457325_at	77.3	35	P	A
1457326_at	6.9	72.1	A	P
1457327_at	21.7	15.2	A	P
1457328_at	16.6	7.6	A	A
1457329_at	3	4.1	A	A
1457330_at	2.3	4.2	A	A
1457331_at	23.8	49.5	A	A
1457332_at	187.5	189.5	P	P
1457333_at	2.9	46.6	A	P
1457334_at	135	129.4	A	P
1457335_at	2.6	16.3	A	A
1457336_at	65.1	5.8	A	A
1457337_at	1.4	5	A	A
1457338_at	30.8	32.7	A	M
1457339_at	92.3	45	A	A
1457340_at	49.9	34.4	A	M
1457341_at	43.7	7.8	A	A
1457342_at	224.8	155.7	A	M
1457343_at	40.8	37.1	P	P
1457344_at	29.2	37.1	A	P
1457345_at	81.8	113.7	P	A
1457346_at	13.5	2.5	A	A
1457347_at	7.1	48.5	A	P
1457348_at	132.5	72.4	P	P
1457349_at	3.1	25.4	A	A
1457350_at	24.5	5.1	A	A
1457351_at	190	305.3	P	P
1457352_x_at	1.5	5.1	A	A
1457353_at	24.4	96.3	A	P
1457354_at	37.9	5.9	A	A
1457355_at	71.8	141.3	M	P
1457356_at	54.2	49	A	A
1457357_at	379.6	105.4	P	P
1457358_at	27.2	34.1	A	A
1457359_at	7.4	3.3	A	A
1457360_at	151.2	93.4	P	P
1457361_at	2.1	1.2	A	A
1457362_at	14.4	70	A	A
1457363_at	14.1	79.9	A	A
1457364_at	20.9	62.3	A	A
1457365_at	7.5	14.1	A	A
1457366_at	191.7	131.6	P	P
1457367_at	158.9	304.7	P	P
1457368_at	112.4	48.7	A	A
1457369_at	70.1	66.3	A	M
1457370_at	46.2	97.2	A	A
1457371_at	73.5	44.9	P	P
1457373_at	21.6	16.4	A	A
1457374_at	114.1	110.8	P	P
1457375_at	392.7	329.6	P	P
1457376_at	4.3	2	A	A
1457377_at	33.5	3.2	A	A
1457378_at	45.6	6.8	A	A
1457380_at	3.4	18.2	A	A
1457381_at	5.8	15.5	A	A
1457382_at	13.9	37.3	A	P
1457383_at	128	393.3	P	P
1457384_at	135.3	104.1	P	P
1457385_at	119.1	201.7	P	P
1457386_at	22.7	3.9	A	A
1457387_at	3.3	3.4	A	A
1457388_at	7.8	1.7	A	A
1457389_at	53.7	15.5	A	A
1457390_at	275.6	308.3	P	P
1457391_at	22.6	3.2	A	A
1457392_at	321.9	248.8	P	P
1457393_at	34.4	47.3	A	A
1457394_at	84.7	51.8	A	P
1457395_at	73.8	82.2	A	A
1457396_at	19	31.7	A	A
1457397_at	30.3	60.1	A	A
1457398_at	276.6	285.4	P	P
1457399_at	11.8	17	A	A
1457400_at	12.3	114	A	A
1457401_at	9.5	37.2	A	P
1457402_at	98	3.5	P	A
1457403_at	5.9	8.6	A	A
1457404_at	142.6	113.1	P	P
1457405_at	52.2	5.3	A	A
1457406_at	39.3	7	A	A
1457407_at	64.7	34.8	A	A
1457408_at	4.7	2.5	A	A
1457409_at	348.2	383.6	P	P
1457410_at	57	59	A	A
1457411_at	63.3	65.8	P	P
1457412_at	6.6	9.6	A	A
1457413_at	32.2	1.3	A	A
1457414_at	1	1	A	A
1457415_a_at	56.8	51.9	A	P
1457416_at	47.1	126.1	A	P
1457417_at	18	59.8	A	P
1457418_at	16.5	2.4	A	A
1457419_s_at	31.2	2.8	A	A
1457420_at	10.8	11.1	A	A
1457421_at	17.6	0.8	A	A
1457422_at	2.1	1.7	A	A
1457423_at	34.5	20.7	P	P
1457424_at	129.6	74.1	P	P
1457425_at	60.6	167.7	P	P
1457426_at	7.2	3.2	A	A
1457427_at	16	20.7	A	A
1457428_at	63.7	24.6	M	A
1457429_s_at	76.7	0.2	P	A
1457430_at	117.9	101.2	A	A
1457431_at	6.9	1	A	A
1457432_at	33.6	30.4	A	A
1457433_x_at	147.8	167.6	A	A
1457434_s_at	1749.6	625.3	P	P
1457435_x_at	89.8	15	P	A
1457436_at	48.9	14.8	A	A
1457437_at	8.5	11.8	A	A
1457438_at	97.7	39.5	A	A
1457439_at	5.7	35.7	A	P
1457440_at	34.7	14.5	A	A
1457441_at	30.8	13.8	A	A
1457442_at	48.1	30.7	A	A
1457443_at	110.3	65.7	P	P
1457444_at	4	6.2	A	A
1457445_at	159	156.1	P	P
1457446_at	18.3	3.7	A	A
1457447_at	221.8	115.4	A	A
1457448_at	89	28.4	A	A
1457449_at	62.1	25.1	P	P
1457450_at	21.5	35.8	A	P
1457451_at	74.1	25.4	A	P
1457452_at	34.4	29.6	A	A
1457453_at	32.2	13.3	P	A
1457454_at	245.3	143.3	P	P
1457456_at	27	15.5	A	A
1457457_at	72.7	44.9	P	M
1457458_at	37.4	186.3	A	P
1457459_at	86.6	97.7	P	P
1457460_at	26.5	5.2	A	A
1457461_at	7.2	2	A	A
1457462_at	12.8	5.7	A	A
1457463_at	42.8	17.3	A	A
1457464_at	288.1	283.4	P	P
1457465_at	357.6	325.7	P	P
1457466_at	59	10.8	A	A
1457467_at	83.2	66.2	P	P
1457468_at	210.1	229.1	P	P
1457469_at	73.7	68.5	A	A
1457470_at	61.7	85	A	P
1457471_at	8.4	6	A	A
1457472_at	100.5	123.1	P	P
1457473_at	911.1	596.4	P	P
1457474_at	34.5	28.2	A	A
1457477_at	115.4	80.8	P	P
1457478_at	68.9	46.4	A	P
1457479_at	242.3	366.9	P	P
1457480_at	464.6	225.7	P	P
1457481_at	51.3	44.2	A	A
1457482_at	25.3	163.2	A	P
1457483_at	21.9	15.1	A	A
1457484_at	231.7	36.5	P	A
1457485_at	117	90.5	A	P
1457486_at	75.1	56.9	P	P
1457487_at	31.8	1	A	A
1457488_at	121.8	60.7	A	A
1457489_at	439.8	294	P	P
1457490_at	5.7	1.6	A	A
1457491_at	148.7	54	P	P
1457492_at	71	34.4	A	P
1457493_at	195.8	142.7	A	A
1457494_at	9.6	1	A	A
1457495_at	22.2	24.4	A	A
1457496_at	38.5	12.6	A	A
1457497_at	4.6	11.7	A	A
1457498_at	46.9	38.1	A	A
1457499_at	25.7	4.1	A	A
1457500_at	125.2	114.9	A	P
1457501_at	8.2	1.5	A	A
1457502_at	6.3	15.7	A	A
1457503_at	23.8	40.1	A	P
1457504_at	44.7	56.6	A	A
1457505_at	11.9	14.8	A	A
1457506_at	9.1	29.9	A	A
1457507_at	7.6	3.8	A	A
1457508_at	332.1	198.9	P	P
1457509_at	189.5	73.1	A	A
1457510_at	82.9	37.6	P	P
1457511_at	7.8	29.7	A	A
1457512_at	6.4	41.7	A	A
1457513_at	132.2	93.5	P	P
1457514_at	109.6	45.3	A	A
1457515_at	82.4	74.9	A	P
1457516_at	6.7	0.4	A	A
1457517_at	25.7	6.9	A	A
1457518_at	76.7	50.7	A	A
1457519_at	59	32.7	A	A
1457522_at	156.2	299.9	P	P
1457523_at	25.7	19.9	A	A
1457524_at	33.4	20.9	A	A
1457525_at	8.6	4.6	A	A
1457526_at	1	1.8	A	A
1457527_at	2.6	0.7	A	A
1457528_at	526.7	476	P	P
1457529_x_at	130.8	73.4	P	P
1457530_at	50.5	56.2	A	A
1457531_a_at	82.2	5.3	A	A
1457532_at	13.1	19.4	A	A
1457533_at	43.3	31.9	P	A
1457534_at	176	118.9	P	P
1457535_at	67.9	21.8	A	A
1457536_at	3.1	3.8	A	A
1457537_at	90.7	149.1	A	P
1457538_at	2.7	0.6	A	A
1457539_at	55	63.6	A	P
1457540_at	62.6	60.5	A	M
1457541_at	10.5	39	A	A
1457542_at	50.8	61.3	A	P
1457543_at	26.7	66.9	A	A
1457544_at	3.5	2.1	A	A
1457545_at	14	3	A	A
1457546_at	75.5	125.8	A	P
1457547_at	45.6	26.9	A	A
1457548_at	53	2.4	A	A
1457549_at	16.4	15	A	A
1457550_at	12.5	3.1	A	A
1457551_at	25.8	21.8	A	A
1457552_at	131.2	232.8	P	P
1457553_at	7.6	8.9	A	A
1457554_at	5.3	4.9	A	A
1457555_at	13.1	2.4	A	A
1457556_at	53.3	22.1	A	A
1457557_at	5.1	24.4	A	A
1457558_at	19.7	12.3	A	A
1457559_at	319.9	426.1	P	P
1457560_at	9	40	A	A
1457561_at	7.8	18.3	A	A
1457562_at	80.8	60.7	A	P
1457563_at	2.7	16.7	A	A
1457564_at	33.5	79.8	A	P
1457565_at	67.9	174.3	A	A
1457566_at	276.1	309.6	P	P
1457567_at	104.4	106.9	P	P
1457568_at	495.8	542.2	P	P
1457569_at	223.6	71.6	P	P
1457570_at	3	30.3	A	P
1457571_at	53.8	36.1	A	A
1457572_at	61.4	82.2	P	P
1457573_at	72.6	42.5	A	A
1457574_at	20.7	17.8	A	A
1457575_at	10.9	15.2	A	A
1457576_at	45	5.1	A	A
1457577_at	12	1.5	A	A
1457578_at	10.1	26.6	A	A
1457579_at	90.4	87.2	A	A
1457580_at	5.9	70.3	A	P
1457581_at	29.3	48.1	A	A
1457582_at	79	73.3	P	P
1457583_at	3	43.2	A	A
1457584_at	29	18.8	A	P
1457585_at	9.4	25.7	A	A
1457586_at	31	4.7	A	A
1457587_at	18.8	20.3	A	A
1457589_at	49.1	49.7	A	P
1457590_at	28.6	6.1	A	A
1457591_at	5.3	45.1	A	A
1457592_x_at	44.2	142.8	A	A
1457593_at	133.9	94.1	P	P
1457595_at	3.9	5.6	A	A
1457596_at	25.4	21.9	A	P
1457597_at	28.8	15	A	A
1457598_at	385.4	238.8	P	P
1457599_at	23	77.6	A	A
1457600_x_at	119.9	30.9	P	A
1457601_at	3.2	3.3	A	A
1457602_at	2.8	1.2	A	A
1457603_at	44.6	59.8	A	P
1457604_x_at	10.2	3.3	A	A
1457605_at	6.1	5.7	A	A
1457606_x_at	4.1	2.4	A	A
1457607_at	6.6	18.8	A	A
1457608_at	84.1	40.8	A	P
1457609_at	136.2	37.6	A	A
1457610_at	13.7	71.1	A	A
1457611_x_at	407.4	343.1	P	P
1457612_at	602.1	226.3	P	P
1457613_at	46.6	29.4	P	P
1457614_at	3.2	1	A	A
1457615_at	40.8	1.3	A	A
1457616_at	87.1	30.2	A	A
1457617_at	76	55.5	A	P
1457618_at	33.4	47.9	A	P
1457619_at	8.9	4.2	A	A
1457620_at	45.5	21.7	A	A
1457621_at	69.3	9.9	A	A
1457622_at	16.5	3	A	A
1457623_x_at	180.4	125.7	P	P
1457624_at	10.2	0.6	A	A
1457625_s_at	42.6	98.9	A	P
1457626_at	75.2	27.8	A	P
1457627_x_at	3.6	9.8	A	A
1457628_at	72.2	32.5	P	P
1457629_at	22.8	16.2	A	A
1457630_at	18.6	27.8	A	A
1457631_at	6.4	0.6	A	A
1457632_s_at	52.1	47.3	A	P
1457633_x_at	7.4	3	A	A
1457634_at	10.9	8.1	A	A
1457635_s_at	112.1	51.1	P	P
1457636_x_at	270.6	469.8	P	P
1457637_at	45.8	9.9	P	A
1457638_x_at	422.9	268.1	P	P
1457639_at	337.7	170.2	P	P
1457640_x_at	22	7.7	A	A
1457641_at	131.9	106.5	P	P
1457642_at	22.7	5.9	A	A
1457643_x_at	197.8	88.6	A	A
1457644_s_at	297.1	1165.2	P	P
1457645_at	19.6	1	A	A
1457646_at	11.1	1	A	A
1457647_x_at	4.8	18.7	A	A
1457648_x_at	7.3	4.8	A	A
1457649_x_at	57.3	10.2	A	A
1457650_x_at	93.8	32	A	M
1457651_x_at	164	38.1	P	A
1457652_x_at	510.7	58.2	A	A
1457653_at	47.6	127	A	P
1457654_at	3.1	7.2	A	A
1457655_x_at	5.5	29.1	A	P
1457656_s_at	43	4.1	A	A
1457657_at	2.6	0.9	A	A
1457658_x_at	232.4	103.3	P	P
1457659_x_at	72.9	25.2	A	A
1457660_x_at	12.9	2.4	A	A
1457661_at	34.7	16.5	A	P
1457662_x_at	148.6	61.7	P	P
1457663_at	7.4	6.6	A	A
1457664_x_at	34.1	89.3	A	A
1457665_x_at	4.1	4.9	A	A
1457666_s_at	146.5	113.8	P	P
1457667_x_at	9.4	10.4	A	A
1457668_x_at	11.4	16.6	A	A
1457669_x_at	547.7	460.6	P	P
1457670_s_at	228.9	215.1	P	P
1457671_at	12.1	37.1	A	P
1457672_at	1458.2	979.7	P	P
1457673_at	57.9	81.3	P	P
1457674_at	114.4	125.7	A	P
1457677_at	170	183.8	P	P
1457678_at	140.4	78.8	A	A
1457679_at	3.3	22	A	A
1457680_a_at	478.2	594.4	P	P
1457681_at	119.7	71.9	P	P
1457682_at	211.5	193.5	A	A
1457683_at	17.3	3.1	A	A
1457684_at	41.5	30.6	P	P
1457685_at	21.6	14.4	A	A
1457686_at	24.6	29.2	A	A
1457687_at	48.5	52.3	A	A
1457688_at	80.8	48.4	M	A
1457689_at	47.2	43	A	M
1457690_at	20.1	21.6	A	A
1457691_at	29.3	51.2	A	A
1457692_at	51.6	100	A	P
1457693_a_at	53.5	59.8	P	P
1457694_at	119.3	68.2	A	A
1457696_at	15.2	51.7	A	A
1457697_at	3.4	23.3	A	A
1457698_at	1.2	0.1	A	A
1457699_at	6.1	7.6	A	A
1457700_at	87.2	105.6	A	P
1457701_at	219.7	244.3	P	P
1457702_at	11.4	1.4	A	A
1457703_at	75.5	13.6	A	A
1457704_at	13.8	24.1	A	A
1457705_at	3.1	2.5	A	A
1457706_at	356.3	234.9	P	P
1457707_at	164.9	126	P	P
1457708_at	311.2	485.5	P	P
1457709_a_at	105.7	67.9	P	P
1457710_at	2.9	4.7	A	A
1457711_at	341.8	242.4	P	P
1457712_at	338.2	155.3	P	P
1457713_at	6.7	9.8	A	M
1457714_at	31.7	3.9	A	A
1457715_at	19	4.3	A	A
1457716_at	90.8	94.6	P	P
1457717_at	47.8	35.3	A	A
1457718_at	118.1	155.4	A	P
1457719_at	66.1	59.2	A	P
1457720_at	10.1	7.2	A	A
1457721_at	10.2	14	A	A
1457722_at	2.7	8.2	A	A
1457723_at	172	183.3	M	P
1457724_at	11.5	67.9	A	P
1457725_at	45.7	15.9	A	A
1457726_at	93.3	353.1	P	P
1457727_at	25.4	42.7	A	A
1457728_at	307	133.9	P	P
1457729_at	4	7.3	A	A
1457730_at	57.2	126.2	P	P
1457731_at	103.8	172.7	A	P
1457732_at	26.2	23.7	A	P
1457733_at	4.3	16	A	A
1457734_at	7.5	2.5	A	A
1457735_at	66.9	41.9	A	A
1457736_at	225	247.9	P	P
1457737_at	52.7	12.1	A	A
1457739_at	139.6	107.7	A	A
1457740_at	10.6	80.1	A	A
1457741_at	141.4	163.3	A	P
1457742_at	37.7	49.1	A	M
1457743_at	1.3	1.3	A	A
1457744_at	679.6	776.8	P	P
1457745_at	38.9	28.7	A	A
1457746_at	66.6	120.2	M	P
1457747_at	17.5	1.2	A	A
1457748_at	19.8	29.7	A	A
1457749_at	33.5	110.8	A	P
1457750_at	10.1	35.4	A	A
1457751_at	313.5	378.8	P	P
1457752_at	72.3	36	A	A
1457753_at	9.5	21.6	A	A
1457754_at	75.2	39.4	P	M
1457755_at	58.4	42.6	A	A
1457756_at	231.9	98.9	P	P
1457757_at	9.3	16.5	A	A
1457758_at	69.8	51.7	A	P
1457759_at	9.2	3.6	A	A
1457760_at	238.1	347.2	P	P
1457761_at	65.5	29.4	A	A
1457762_at	104.7	234.5	P	P
1457763_at	3.8	33.4	A	A
1457764_at	2.2	3.4	A	A
1457765_at	63.3	46.6	A	P
1457766_at	6.6	41	A	A
1457767_at	28.7	18.8	A	A
1457768_at	55.1	41.7	A	A
1457769_at	49.5	21.9	A	A
1457770_at	49.5	104.4	A	A
1457771_at	4.5	3.5	A	A
1457772_at	5.7	15.9	A	A
1457773_at	82.7	25.1	M	A
1457774_at	363.1	248.3	P	P
1457775_at	42.8	17.4	A	P
1457777_at	4.8	13.2	A	A
1457778_at	18.6	39.1	A	P
1457779_at	32.3	4.5	A	A
1457780_at	106.7	33.7	P	P
1457781_at	279	213.6	P	P
1457782_at	30.6	16.2	A	A
1457783_at	32.9	21.9	A	A
1457784_at	53.3	5.9	A	A
1457785_at	25.7	47.8	A	A
1457786_at	20.9	5.5	A	A
1457787_at	74.8	25	A	A
1457788_at	31.4	116.9	A	P
1457789_at	126.1	129.8	A	P
1457790_at	17.7	40.9	P	M
1457791_at	224.3	209.5	P	P
1457792_at	5.9	21	A	A
1457793_a_at	102.6	99.9	P	P
1457794_at	61	42.9	P	P
1457795_at	33.6	74.6	A	P
1457796_at	40.6	51.4	A	P
1457797_at	47.1	24.9	A	A
1457798_at	25.5	50.4	A	M
1457799_at	58.2	87.4	A	A
1457800_at	36.4	42	A	P
1457801_at	31.9	32.7	A	A
1457802_at	3.2	29.3	A	A
1457803_at	29.9	24.1	A	A
1457804_at	75.8	4.2	A	A
1457805_at	32.9	64.6	A	P
1457806_at	87.2	125.3	A	A
1457807_at	32.7	24.4	A	P
1457808_at	4.8	4.1	A	A
1457809_at	65	71.1	P	P
1457811_at	210.9	270	P	P
1457812_at	4.1	66.8	A	P
1457813_at	150.7	139.7	P	P
1457814_at	198.4	120.4	P	P
1457815_at	102.8	88	M	P
1457816_at	28.4	13.5	A	A
1457817_at	3.2	7.9	A	A
1457818_at	32.7	18	A	P
1457819_at	2.7	5	A	A
1457820_at	27.9	84.4	A	A
1457821_at	69	92.2	A	P
1457822_at	95.5	75.9	P	A
1457823_at	503.4	210.3	P	P
1457824_at	125.4	68	M	P
1457825_x_at	417.6	396.3	P	P
1457826_a_at	1742.8	1434.5	P	P
1457827_at	3.9	6.4	A	A
1457828_at	79.6	86.4	P	P
1457829_at	96.3	55.4	A	P
1457830_at	107.3	122.9	A	P
