	MEF	isp2	MEFDet	isp2Det
1455091_at	145.2	115.1	P	P
1455094_s_at	417.9	792.3	P	P
1455095_at	55.1	53.1	P	P
1455096_at	1297.7	113.7	P	P
1455097_at	902.5	871	A	P
1455101_at	78.9	48.2	P	P
1455102_at	899.7	3103.8	P	P
1455103_at	208.3	866.9	P	P
1455104_at	20.3	45.2	A	A
1455107_at	1689.8	2375.5	P	P
1455108_at	425.6	531.7	P	P
1455110_at	407.6	1556.3	P	P
1455111_at	130	1017.9	P	P
1455112_at	111.8	177.1	A	P
1455113_at	102.5	386.1	P	P
1455114_at	95.7	88.4	A	P
1455116_at	450.6	149.3	P	P
1455117_at	79.6	251	A	P
1455118_at	202.5	392.9	P	P
1455119_at	6.6	1.7	A	A
1455120_at	47.3	158.5	A	P
1455121_at	104.8	190.2	A	P
1455122_at	114.7	40	A	A
1455123_at	26.2	4.1	A	A
1455124_at	80.7	75.1	A	P
1455125_at	53.2	58.4	A	A
1455127_at	196	863.4	A	P
1455130_at	753.1	586.7	P	P
1455132_at	4.1	6.3	A	A
1455133_s_at	516.8	1069.1	P	P
1455135_at	482	285.9	P	P
1455137_at	26.9	601.9	A	P
1455139_at	113.5	91.1	P	P
1455140_at	39	10.5	A	A
1455142_at	416.4	748	P	P
1455144_s_at	225.8	199.6	P	P
1455145_at	3134.9	98.4	P	P
1455146_at	4	165.2	A	P
1455147_at	2.9	17.1	A	A
1455148_at	81.7	19.4	A	A
1455150_at	35.3	18.6	A	A
1455153_at	521.6	585.8	P	P
1455154_at	911.8	389.2	P	P
1455157_a_at	3208.4	947.2	P	P
1455159_at	301.5	910.4	P	P
1455160_at	621	35.7	P	A
1455161_at	22.3	30	A	A
1455162_at	102.6	69.7	A	P
1455163_at	55.5	291.7	A	P
1455164_at	996.5	54.7	P	A
1455165_at	7.9	23	A	A
1455166_at	311.3	1557.8	P	P
1455169_at	315.3	393	P	P
1455170_at	201.4	134.4	P	P
1455172_at	48.3	1660.5	P	P
1455173_at	714.1	1274	P	P
1455174_at	2321.8	1278.8	P	P
1455178_at	128	116.8	A	P
1455181_at	309.8	456.1	P	P
1455183_at	438.6	393.2	P	P
1455185_s_at	131.3	1141.7	P	P
1455186_a_at	71.6	1331.3	M	P
1455187_at	262.7	255.4	P	P
1455188_at	21.6	42.3	A	P
1455189_at	149.4	1444	A	P
1455190_at	46	90.3	A	P
1455192_at	59.2	86.7	A	A
1455193_at	12	136.5	A	P
1455194_at	3.6	33.7	A	A
1455196_s_at	10	944.2	A	P
1455197_at	366.2	57	P	A
1455199_at	206.9	76.8	P	P
1455200_at	26.5	39.6	A	P
1455203_at	17.7	20.6	A	A
1455208_at	241.1	163.8	P	P
1455210_at	436.4	81.8	P	P
1455212_at	342	565	M	P
1455213_at	121.9	433.7	P	P
1455215_at	59.7	474.7	A	P
1455216_at	6.7	57	A	A
1455217_at	167.6	380.7	P	P
1455218_at	114.9	1207	P	P
1455219_at	96.3	83.7	P	P
1455221_at	4.6	50.8	A	A
1455223_at	1569.9	5477.8	P	P
1455224_at	22.7	0.8	A	A
1455225_at	57.3	9.2	A	A
1455226_at	89.1	59.8	A	M
1455227_at	102.5	257.3	P	P
1455228_at	140	148.3	P	P
1455230_at	104.9	53.8	A	A
1455234_at	5.4	36.2	A	P
1455238_at	354.4	126.2	P	P
1455240_x_at	4	60.9	A	P
1455241_at	56.2	121.1	A	P
1455243_at	34	520.8	A	P
1455244_at	715.4	517.1	P	P
1455246_at	1054.8	2870.5	P	P
1455247_at	1744.6	395.7	P	P
1455248_at	611.3	593.5	P	P
1455249_at	653.8	43	P	P
1455250_at	214.1	200.8	P	P
1455251_at	47.7	106.9	A	P
1455256_at	301.5	61.9	P	P
1455257_at	332.5	32	P	A
1455258_at	3.4	9.7	A	A
1455259_a_at	259.4	193	P	P
1455260_at	5.4	177.8	A	P
1455261_at	572.5	850.7	P	P
1455262_at	4.2	29.2	A	A
1455263_at	106.7	259	A	P
1455266_at	511	417.6	P	P
1455267_at	50	18	A	A
1455268_at	364.6	195.7	P	P
1455270_at	129.6	87	A	A
1455272_at	23.9	1.5	A	A
1455273_at	143.6	402	P	P
1455274_at	13.4	6.5	A	A
1455275_at	85.4	88.3	A	A
1455277_at	59.8	7.5	A	A
1455278_at	63	167.5	A	P
1455280_at	2.4	1.5	A	A
1455287_at	1083	464.7	P	P
1455289_at	332.8	120.1	P	P
1455292_x_at	95.2	407	P	P
1455293_at	658.7	1055.3	P	P
1455294_at	1089.9	1486	P	P
1455295_at	258.6	719.3	P	P
1455296_at	125.6	25.6	A	A
1455297_at	147.6	248.2	P	P
1455299_at	1320.5	88.3	P	P
1455300_at	145.1	1525.2	P	P
1455301_at	22.2	162.7	A	A
1455303_at	268.3	134.2	P	P
1455304_at	38.9	19.8	A	A
1455306_at	570.1	695.6	P	P
1455307_at	193.6	130.1	A	P
1455308_at	4129.8	1235.2	P	P
1455309_at	639.1	409.9	P	P
1455311_at	907.6	1118.5	P	P
1455312_at	298.3	278.5	P	P
1455313_at	5.7	3.9	A	A
1455314_at	3017.8	311.1	P	P
1455317_at	652.7	2016.2	P	P
1455318_at	6.1	2.7	A	A
1455320_at	134.3	2091.4	P	P
1455321_at	54.6	99.8	A	P
1455322_at	321.7	421.7	P	P
1455323_at	277.7	573.6	P	P
1455324_at	959.5	280	P	P
1455325_at	66.7	118.4	A	A
1455327_at	116.3	226.2	A	P
1455328_at	21.3	235.6	A	P
1455329_at	65.9	154.5	A	P
1455330_at	1110.9	2003.3	P	P
1455331_at	306.3	366.4	P	P
1455333_at	6916.1	3829	P	P
1455334_at	178.8	536.3	P	P
1455336_at	286.5	252	P	P
1455337_at	32.7	239.6	A	P
1455340_at	265.3	248.4	P	P
1455341_at	1313.5	1033.2	P	P
1455342_at	105.1	301	A	P
1455344_at	31.8	74.2	A	A
1455345_at	450.4	374.1	P	P
1455347_at	27.5	25.9	A	A
1455351_at	50.1	792.5	A	P
1455352_at	12.1	1023.9	A	P
1455353_at	439.7	242.8	P	P
1455354_at	211.3	112.1	M	P
1455355_at	238.6	1917.3	P	P
1455358_at	38.1	4.4	A	A
1455359_at	1617.6	614.5	P	P
1455360_at	6.7	87.4	A	A
1455361_at	4.4	18.5	A	A
1455362_at	144.3	206	A	P
1455365_at	9.1	10.5	A	A
1455368_at	266	320.7	P	P
1455369_at	79.5	13.4	M	A
1455370_at	3.7	4.1	A	A
1455373_at	49.1	10.5	A	A
1455374_at	1.5	0.9	A	A
1455375_at	10.9	280.7	A	P
1455376_at	230.9	167.7	P	P
1455377_at	7.1	19.6	A	A
1455378_at	13.2	77.9	A	P
1455379_at	93.7	4.1	A	A
1455380_at	200.2	167.6	P	P
1455381_at	139.7	216.3	P	P
1455383_at	5.6	2.8	A	A
1455386_at	9.1	4.1	A	A
1455387_at	1056.4	4121.3	P	P
1455389_s_at	2419	3217.2	P	P
1455390_at	487.3	629.1	P	P
1455391_at	1621.9	2049.3	P	P
1455392_at	34.3	38	A	A
1455394_at	466.4	508.5	A	P
1455395_at	165.2	323.5	A	P
1455396_at	55.4	12.9	A	A
1455397_at	17.4	72.4	A	A
1455398_at	2192.2	104.6	P	P
1455399_at	10.1	165.8	A	P
1455400_at	2828	930.5	P	P
1455401_at	228.8	247.2	P	P
1455402_at	1154.4	911	P	P
1455403_at	467.9	392.5	P	P
1455404_at	514	83.4	P	A
1455406_at	82.2	115.1	P	P
1455407_at	246.2	224.3	A	A
1455409_at	540.6	318.5	P	P
1455410_at	10.3	2.3	A	A
1455411_at	105.9	41.2	A	M
1455412_at	102.2	115.7	A	A
1455413_at	171.8	190.3	P	P
1455415_at	72.3	19.6	A	A
1455416_at	197.8	44.8	P	A
1455417_at	2324.5	1433.4	P	P
1455418_at	173.9	123.1	A	P
1455419_at	178.6	87	M	P
1455420_at	504.9	701.8	P	P
1455425_at	4.4	6943.2	A	P
1455426_at	245	9	P	P
1455427_at	57.8	8.5	A	A
1455428_at	74.6	88.9	P	P
1455429_at	777.4	446	P	P
1455430_at	700.4	1591.6	P	P
1455432_at	422.1	937.4	P	P
1455436_at	210.9	2.8	P	A
1455437_at	902.1	470.3	P	P
1455438_at	48.3	79.6	A	A
1455440_at	344.9	662.4	P	P
1455442_at	119.5	87.7	A	P
1455443_at	7.6	3.5	A	A
1455444_at	28.1	6.6	A	A
1455445_at	8.8	13.6	A	M
1455448_at	257.4	40	A	A
1455449_at	9	55.7	A	A
1455450_at	131.6	528.2	P	P
1455451_at	30.8	9	A	A
1455452_x_at	67.4	46.8	P	P
1455453_at	465.8	647.8	P	P
1455454_at	69.4	27.7	A	A
1455455_at	36.4	19.7	A	A
1455459_at	320.5	334.7	P	P
1455460_at	34.5	0.6	A	A
1455461_at	46.8	149.4	A	P
1455463_at	2.2	30.6	A	A
1455464_x_at	154.8	34.3	P	A
1455465_at	129.9	127.9	A	P
1455467_at	102.1	125.9	A	P
1455468_at	249.3	104.1	P	P
1455469_at	47.5	68.3	A	P
1455471_at	3.5	399.8	A	P
1455472_at	19	143.3	A	P
1455473_at	65.7	22.6	P	P
1455476_a_at	204.6	793.7	P	P
1455478_at	383.7	327.2	P	P
1455481_at	1381.2	838.3	P	P
1455483_at	265.7	439.5	P	P
1455487_at	1033.9	454	P	P
1455489_at	64.4	25.4	A	A
1455492_at	41.6	65	P	P
1455495_at	1552.3	1403.1	P	P
1455496_at	1546.8	2251	P	P
1455497_at	12.2	3.7	A	A
1455498_at	13.8	0.8	A	A
1455499_at	7.8	11.6	A	A
1455500_at	934.2	1020.7	P	P
1455501_at	8.1	28.8	A	A
1455502_at	200.1	209.3	P	P
1455503_at	58.1	524.8	A	P
1455506_at	20	72.9	A	P
1455507_s_at	1901.6	766	P	P
1455508_at	912	1327.3	P	P
1455509_at	162.4	30.6	A	A
1455510_at	101.2	122.8	A	P
1455512_at	12.3	5.5	A	A
1455513_at	318.3	1224	P	P
1455514_at	237	207.8	P	P
1455515_at	270.6	79.1	P	A
1455516_at	3.1	630.6	A	P
1455518_at	95.2	42.2	A	P
1455519_at	24.3	5	A	A
1455520_at	312.1	253.3	P	P
1455521_at	105.3	167.1	P	P
1455522_at	12.6	47.1	A	A
1455523_at	155.2	363.9	P	P
1455524_at	192.7	750.7	P	P
1455525_at	59.3	124	A	A
1455527_at	47.8	17.2	A	A
1455528_at	116.6	6	P	A
1455529_at	972.1	745.8	P	P
1455532_at	110.7	201.2	A	A
1455533_at	154.2	218.3	A	P
1455535_at	4	3.2	A	A
1455536_at	5.7	3.9	A	A
1455537_at	23.2	2.9	A	A
1455538_at	30.8	202.2	A	P
1455541_a_at	9.2	5.2	A	A
1455542_at	116.5	50.7	A	A
1455543_at	151.2	131.3	P	P
1455544_at	49.8	927.6	A	P
1455545_at	1163.4	570.2	P	P
1455547_at	657.6	835.1	P	P
1455548_at	430.4	541.1	P	P
1455549_at	349	409.6	P	P
1455552_at	188.7	474.2	A	P
1455553_at	78.8	549.6	A	P
1455554_at	59.3	14.7	A	P
1455555_at	21.2	16.3	A	A
1455557_at	3.6	1	A	A
1455558_at	170.6	410.3	P	P
1455559_at	6.8	5.7	A	A
1455560_at	18.3	12.9	A	A
1455561_at	6.7	4	A	A
1455564_at	932.3	399.2	P	P
1455565_at	8.7	66.6	A	P
1455566_s_at	125.6	19.5	P	P
1455567_at	36.5	114.7	A	P
1455568_at	42.8	65.6	A	A
1455569_at	22.8	57.9	A	A
1455574_at	488.6	1580.1	P	P
1455576_at	59.6	991.1	A	P
1455577_at	129.5	124.8	P	P
1455580_at	497.4	821.7	P	P
1455583_at	164.2	61	P	A
1455584_at	201.7	169.8	P	P
1455585_at	737.7	1359.3	P	P
1455586_at	99.9	156.7	A	P
1455588_at	478.5	336.5	P	P
1455589_at	213.9	223.3	P	P
1455590_at	248.3	303.4	A	P
1455591_at	370.8	122.8	P	A
1455592_at	132	453.8	P	P
1455594_at	227	136.7	A	A
1455595_at	33.5	34.2	A	P
1455596_a_at	187.7	189.9	A	A
1455597_at	106.5	196.9	P	P
1455598_at	509.5	262.3	P	P
1455599_at	752.5	254.3	P	P
1455600_at	1759.3	2195.2	P	P
1455603_at	78	26.4	A	A
1455604_at	386	1358.7	P	P
1455606_at	131.6	580.1	A	P
1455607_at	274.7	42.1	P	P
1455608_at	75.3	303.5	P	P
1455609_at	447.6	663.8	P	P
1455610_at	59.2	65.6	P	M
1455612_at	3.4	46.7	A	M
1455613_at	152.8	424.7	P	P
1455614_at	274.1	72.5	P	P
1455616_at	153.7	322	P	P
1455617_at	114	142.8	P	P
1455619_at	63.4	80.5	A	A
1455620_at	12.5	17.3	A	A
1455621_at	47.6	101.7	A	P
1455622_at	2.9	20.7	A	A
1455623_at	11.9	29	A	A
1455624_at	61.9	26.3	A	A
1455627_at	3064.3	308.8	P	P
1455629_at	12.5	4	A	A
1455630_at	416.2	324.7	P	P
1455633_at	1456.6	809.1	P	P
1455634_at	767.9	567.2	P	P
1455635_at	2.9	31.1	A	P
1455636_at	2.1	1.3	A	A
1455637_x_at	148.8	249.8	A	P
1455638_at	117.3	24	P	A
1455643_s_at	2826.2	5044.3	P	P
1455645_at	33.1	5.8	A	A
1455646_at	107.6	31	A	A
1455647_at	3.7	20.4	A	A
1455648_at	21.4	710.1	A	P
1455649_at	465.5	84	P	A
1455651_at	941	650.5	P	P
1455652_at	124.4	177.4	A	P
1455654_at	148.1	82.7	P	P
1455656_at	69.4	67.4	A	P
1455657_at	192	501	A	P
1455658_at	1564.3	2050.6	P	P
1455659_at	158.3	124.5	P	P
1455660_at	4.5	27	A	A
1455661_at	101.1	70.6	A	P
1455663_at	2.9	2.6	A	A
1455664_at	37.7	11.9	A	A
1455665_at	559	1567.8	P	P
1455666_at	67.1	120.2	P	P
1455667_at	100.9	134.1	P	P
1455668_at	456.1	320.1	P	P
1455669_at	89.6	68.7	P	P
1455670_at	186.4	8.8	A	A
1455671_at	200.5	400.1	P	P
1455672_s_at	404.4	165.4	A	A
1455673_at	295.5	1069.9	P	P
1455674_at	163.3	771.9	P	P
1455679_at	30.1	47.2	A	P
1455680_at	199.3	596.5	P	P
1455681_at	235	502.6	A	P
1455682_at	554.4	585.1	P	P
1455684_at	4.4	124.6	A	P
1455686_at	10.5	165.8	A	P
1455687_at	92.8	46	P	M
1455688_at	948.7	66.6	P	P
1455689_at	137.3	160.2	M	P
1455690_at	75.7	54	A	A
1455695_at	5.3	61.1	A	P
1455697_at	121.9	59.9	P	P
1455699_at	201.3	288.6	M	P
1455701_at	60.7	127.3	A	P
1455702_at	35.3	18.7	A	A
1455703_at	27.9	77	A	A
1455704_at	285.4	384.7	P	P
1455705_at	17.5	78.9	A	P
1455706_at	101.5	110.6	A	P
1455707_at	52.2	4.5	A	A
1455708_at	115.9	51.8	A	A
1455709_at	66.6	29.7	A	P
1455711_at	272.2	65.4	P	A
1455712_at	141.4	66.7	P	P
1455714_at	158.6	133.1	A	A
1455716_at	133.3	49.5	A	A
1455717_s_at	333.5	23.3	P	P
1455718_at	13.9	20.4	A	A
1455720_at	20.3	53.6	A	A
1455721_at	65.4	119.4	A	P
1455722_at	125.2	802.8	P	P
1455723_at	589.8	695.8	P	P
1455724_at	210.3	249.9	P	P
1455726_at	887.1	486.7	P	P
1455728_at	197.2	535.6	P	P
1455729_at	614.9	355.7	P	P
1455732_at	1151.8	415.2	P	P
1455735_at	55	428.8	A	P
1455736_at	7.7	74	A	A
1455737_at	36.6	186.6	A	P
1455738_at	168.6	458.4	P	P
1455739_at	110	95	A	M
1455743_at	81.3	75.2	A	P
1455744_at	148.8	182	A	P
1455745_at	45.5	145.1	A	P
1455746_at	556.9	708.4	P	P
1455750_at	53.3	164.2	A	P
1455751_at	19.4	262.8	A	P
1455753_at	8.8	24.7	A	A
1455754_at	10.8	1.1	A	A
1455755_at	7.3	26.8	A	A
1455756_at	256.9	223.7	P	P
1455757_at	383	874.9	P	P
1455759_a_at	172	404.3	P	P
1455760_at	63.2	261.2	P	P
1455761_at	30.3	41.6	A	P
1455762_at	7.2	15.6	A	A
1455763_at	471.3	213	P	P
1455766_at	18.8	13.7	A	A
1455768_at	276.7	83.6	P	P
1455769_at	5.9	47.9	A	P
1455770_at	2.2	3.2	A	A
1455771_at	3.4	53.6	A	P
1455772_at	3.8	3.4	A	A
1455773_at	8.7	143.2	A	P
1455774_at	9.5	6.3	A	A
1455775_at	223.7	344.2	P	P
1455778_at	5.2	401.1	A	P
1455779_at	78.2	55.8	A	A
1455780_at	145.6	165.6	A	P
1455782_at	12.7	11.5	A	A
1455783_at	4.4	34.4	A	A
1455784_at	4.1	98.7	A	P
1455785_at	31.3	15.1	A	A
1455786_at	60.5	298.4	A	P
1455790_at	39.6	178.4	A	P
1455793_at	1011.2	67.2	P	A
1455794_at	48.3	925.2	A	P
1455795_at	654.4	818.2	P	P
1455799_at	53.8	20.7	A	A
1455803_at	216.1	109	M	A
1455807_at	48.3	84.1	A	A
1455816_a_at	3451.9	2892	P	P
1455817_x_at	223.9	95.7	P	P
1455818_at	532.4	749.8	P	P
1455823_at	79.3	378	A	P
1455827_at	2063.9	936.5	P	P
1455830_s_at	1.1	4.4	A	A
1455833_at	114.6	122	A	P
1455835_at	15.9	0.5	A	A
1455837_at	156.4	105.6	A	P
1455838_at	9.8	74.7	A	A
1455839_at	1646.9	1504	P	P
1455840_at	9.4	689.4	A	P
1455842_x_at	36.6	203.4	A	P
1455843_at	139.5	27.6	A	A
1455845_at	6.4	102.3	A	P
1455846_at	17.5	60.8	A	A
1455847_at	28.7	3.8	A	A
1455848_at	29.3	0.5	A	A
1455849_at	387.6	358.4	P	P
1455850_at	84.7	208.8	A	P
1455851_at	35.4	22.7	A	A
1455852_at	160.5	519.1	P	P
1455854_a_at	831.5	284	P	P
1455856_at	7.1	17.7	A	A
1455859_at	58.5	74.7	A	P
1455861_at	70.5	237.7	A	P
1455862_at	1049.5	680.4	P	P
1455863_at	164.2	326.1	P	P
1455864_at	8.7	5.3	A	A
1455865_at	27.6	190.1	A	P
1455870_at	3705.1	1334.8	P	P
1455872_at	8.3	102.5	A	A
1455876_at	242	476.2	P	P
1455878_at	698.3	2163.7	P	P
1455879_at	7.8	116.5	A	A
1455881_at	493.1	64.1	P	A
1455882_x_at	106.2	6.2	P	A
1455884_at	425.5	523.2	A	P
1455885_at	46.2	71.4	A	P
1455887_at	1645.3	1146.1	P	P
1455888_at	73	1.1	A	A
1455889_at	46.7	46.2	A	A
1455891_at	4.8	111.6	A	P
1455902_x_at	104.3	93.2	P	P
1455903_at	60.4	19.3	A	A
1455906_at	50.1	105.9	A	P
1455907_x_at	1.9	4.1	A	A
1455909_at	1.2	5.5	A	A
1455914_at	13.6	213.5	A	P
1455916_at	721.6	964.1	P	P
1455917_at	8.8	28.8	A	A
1455919_at	30.1	4.2	A	A
1455920_x_at	1.2	9.7	A	A
1455921_at	39	5.6	A	A
1455922_at	420.7	538.2	P	P
1455923_at	136.7	22.9	P	A
1455924_at	332.5	227.7	A	P
1455925_at	83.4	16.9	A	P
1455926_at	147.8	65.2	A	P
1455933_at	51	318.5	A	P
1455935_at	308.7	508.9	P	P
1455937_at	4.5	1.8	A	A
1455942_at	545.4	845.8	P	P
1455943_at	293.2	163.2	P	P
1455944_at	310.2	733.7	P	P
1455945_at	102.5	337	P	P
1455947_at	5.9	26.3	A	A
1455948_x_at	61	131.1	A	P
1455951_at	3719.7	4642.3	P	P
1455952_at	18.6	9.1	A	A
1455960_at	22.4	22.4	A	A
1455962_at	360.7	26.2	P	A
1455963_at	8.8	37.5	A	A
1455964_at	303.2	544.5	P	P
1455966_s_at	139.3	856.8	P	P
1455967_at	20.3	55.9	A	A
1455969_at	172.9	221.2	A	P
1455970_at	86.2	72.2	P	P
1455971_at	88.7	87.7	A	P
1455973_at	12.8	12.6	A	A
1455979_at	980.6	665.3	P	P
1455980_a_at	490.1	893.5	P	P
1455982_at	186.1	195.8	A	P
1455983_at	388.9	1202	P	P
1455986_at	63.3	168.5	M	P
1455993_at	54.5	60.4	A	P
1455995_at	27.6	62.1	A	P
1455998_at	18.4	83.9	A	P
1455999_at	149.7	243.5	A	P
1456008_at	117.5	32.5	P	A
1456018_at	1036.6	686.8	P	P
1456019_at	168.5	2453.8	P	P
1456020_at	6.3	9	A	A
1456021_at	200.8	452	P	P
1456022_at	688.3	86	P	A
1456023_at	46.6	161.5	P	P
1456024_at	105.3	237.9	P	P
1456025_at	11.7	73.7	A	A
1456026_at	230.4	386.4	P	P
1456027_at	169	507	A	P
1456033_at	174.6	35	P	A
1456034_at	7.2	27.7	A	A
1456035_at	14.8	24.3	A	A
1456038_at	363.8	553.2	P	P
1456041_at	201.6	441	P	P
1456044_at	26.6	17.4	A	A
1456045_at	106.1	250.5	P	P
1456046_at	56.2	20.6	A	A
1456047_at	56.6	201.1	A	P
1456050_at	40.6	47.6	P	M
1456051_at	8.7	20.4	A	A
1456052_at	32.7	30.9	A	P
1456053_at	49.2	10.9	M	A
1456058_at	613	1604.4	P	P
1456060_at	487.5	26.9	P	P
1456061_at	6.3	10.2	A	A
1456063_at	114.7	52.9	P	P
1456065_at	4.2	158.5	A	P
1456067_at	1415.6	328.6	P	P
1456068_at	19.1	80.3	A	M
1456070_at	230.7	235.5	P	P
1456072_at	22.5	748.9	A	P
1456073_s_at	57.9	0.9	A	A
1456074_at	6.2	4.4	A	A
1456076_at	57.1	0.7	A	A
1456077_x_at	180.9	487.6	P	P
1456087_at	74.2	4.6	A	A
1456089_at	51.2	430.3	P	P
1456090_at	405.8	874.4	P	P
1456091_at	89.6	145.1	P	P
1456092_at	36.4	25.2	A	P
1456093_at	16.4	65.8	A	P
1456096_at	10.4	35.6	A	A
1456099_at	53.5	197.1	A	P
1456102_a_at	166.5	301	P	P
1456103_at	410.5	585.3	P	P
1456105_at	2.8	79.3	A	P
1456110_at	13.9	197.4	A	A
1456111_at	195.7	50.9	P	P
1456113_at	291.3	301.9	P	P
1456114_at	84.7	324.4	A	P
1456116_at	100.7	23.8	P	A
1456118_at	633.9	1355.7	P	P
1456119_at	43.5	10.3	A	A
1456121_at	4.6	71.1	A	P
1456122_at	1.4	27.2	A	P
1456123_at	1.4	4.5	A	A
1456126_at	105.9	299.2	A	P
1456127_at	43.5	1107.5	A	P
1456129_at	7.4	3.3	A	A
1456130_at	234.8	8.2	P	A
1456137_at	3.1	1.1	A	A
1456138_at	98.4	28.4	P	P
1456139_at	58.2	26.7	A	A
1456141_x_at	1.8	149.1	A	P
1456143_at	156.5	1053.4	M	P
1456144_at	158.9	31	P	A
1456145_at	65.5	129.9	A	P
1456146_at	203.7	269.1	A	P
1456147_at	24.7	127.8	A	P
1456149_at	37.7	109.3	A	A
1456150_at	17.6	480.5	A	P
1456152_at	3.6	13.8	A	A
1456153_at	228.4	217.5	P	P
1456156_at	7.2	0.8	A	A
1456157_at	102.4	87.6	A	P
1456158_at	68.4	48.5	A	P
1456159_at	12.7	339	A	P
1456160_at	124.6	166.8	P	P
1456161_at	3	55.4	A	P
1456162_x_at	284.5	168.1	P	P
1456163_at	462.5	479.8	P	P
1456164_at	5.8	10.9	A	A
1456165_at	9.5	1.3	A	A
1456166_at	31.7	6.3	A	A
1456167_at	8.7	12.3	A	A
1456168_at	31.7	29.7	A	P
1456171_at	25.2	3.4	A	A
1456172_at	25.2	85.9	A	A
1456178_at	28.7	50.9	A	P
1456179_at	13.3	4350.1	A	P
1456180_at	42.4	17	A	A
1456181_at	133.3	240.7	A	P
1456183_at	58.7	47.7	M	A
1456184_at	49	4.2	A	A
1456185_at	12.7	35.3	A	A
1456186_at	42	187.6	A	A
1456187_at	22.5	13.6	M	P
1456189_x_at	94.3	4.7	A	A
1456191_x_at	182.3	170.4	A	P
1456192_x_at	122.6	81.9	A	A
1456197_x_at	4.7	10.2	A	A
1456198_at	6.7	6.1	A	A
1456200_at	409	1502.6	P	P
1456201_at	105.8	669.4	A	P
1456202_at	4.9	5.7	A	A
1456203_at	12	10	A	A
1456204_at	1366.5	542.3	P	P
1456207_at	1.7	64.7	A	P
1456208_at	4.6	110.8	A	A
1456209_x_at	73.9	110.3	A	P
1456210_at	95.7	61.2	P	P
1456211_at	3.4	0.4	A	A
1456214_at	137.3	73	P	P
1456215_at	223.4	604.1	P	P
1456216_at	175.8	735.9	P	P
1456217_at	160.7	187	M	P
1456219_at	233	1712.6	P	P
1456220_at	323.6	25.6	P	A
1456221_at	36.2	3.9	A	A
1456223_at	5	269.3	A	P
1456224_x_at	5	8.8	A	A
1456229_at	645.7	52.6	P	P
1456230_at	3.9	17.9	A	A
1456231_at	94.9	53.9	A	A
1456232_at	264.4	163.5	P	P
1456233_at	3.8	5.9	A	A
1456234_at	48.6	6.2	A	A
1456235_at	4.5	12.8	A	A
1456236_s_at	2439.6	2193.4	P	P
1456238_at	16.2	79.1	A	P
1456242_at	38.5	3328.4	A	P
1456248_at	4.5	3.4	A	A
1456253_s_at	256.3	238.9	P	P
1456254_at	7.3	15.7	A	A
1456255_at	114.7	164.4	P	P
1456256_at	310.8	2689.1	P	P
1456257_at	25.8	428.2	A	P
1456258_at	392.4	12.9	P	A
1456259_at	46.3	126.3	P	P
1456260_at	115.5	372.9	A	P
1456261_at	186.6	13.9	P	A
1456264_at	128.6	71.3	P	P
1456265_at	7.2	77.4	A	P
1456267_at	196.4	114.4	P	P
1456268_at	12.1	39.1	A	A
1456271_at	37	25	A	A
1456272_at	43	109.2	A	P
1456273_x_at	134.8	164	P	P
1456274_at	6.8	43.6	A	A
1456276_at	48.2	21.7	A	A
1456277_at	124.3	97.8	A	A
1456280_at	635.9	1457.6	P	P
1456281_at	188.1	139.8	A	A
1456282_at	68.1	2976.5	A	P
1456284_at	172.1	44.1	A	A
1456285_at	7.7	25.6	A	A
1456286_at	193.6	161.4	A	A
1456287_at	78.8	80	P	P
1456288_at	8.8	14.6	A	A
1456291_x_at	209.4	28.6	P	A
1456294_at	64.3	99.4	A	A
1456295_at	16.6	1.9	A	A
1456296_at	25.2	329.9	A	P
1456297_at	5.7	2.5	A	A
1456298_at	6.1	16.6	A	A
1456299_at	47.1	3	A	A
1456300_at	77.8	51.8	P	A
1456301_at	22.5	5.1	A	A
1456303_at	5.6	106.2	A	M
1456304_at	13.3	32.9	A	A
1456308_x_at	11712.6	15637.2	P	P
1456311_x_at	40	138.7	A	P
1456317_at	138.5	78.4	A	A
1456318_at	49.9	4.4	A	A
1456320_at	42.1	467.5	A	P
1456321_at	124.6	11.8	P	A
1456324_at	25.7	418	A	P
1456326_at	74.2	423.2	A	P
1456327_at	43.1	4.1	A	A
1456328_at	90.8	34.3	P	A
1456329_at	3.8	625.9	A	P
1456331_at	238.6	42.6	P	P
1456332_at	41.6	59.4	A	P
1456334_s_at	18.6	1.4	A	A
1456335_at	31.5	10	A	A
1456336_at	4.2	166.7	A	P
1456337_at	25.9	19.7	A	P
1456338_at	94.6	181.8	A	P
1456339_at	174.9	63.4	P	P
1456343_at	36.5	22	P	A
1456344_at	150.6	27	P	A
1456345_at	2.7	14.8	A	A
1456346_at	21.8	95.9	A	P
1456347_at	7.7	110.2	A	P
1456348_x_at	2.8	71.4	A	P
1456350_at	120.1	156.9	P	P
1456351_at	43.1	216.1	M	P
1456353_at	60.2	147.5	A	P
1456354_at	19.4	21.3	A	A
1456356_at	36.4	3.5	A	A
1456357_at	4.3	266.5	A	P
1456358_at	89.3	111.7	A	P
1456359_at	139.5	640.8	P	P
1456361_at	48.4	25.7	A	A
1456362_at	15.6	46.1	A	A
1456363_at	408.5	144	P	P
1456364_at	54.6	50.7	A	A
1456366_at	42.6	9.3	A	A
1456367_at	2.1	2.8	A	A
1456368_at	4	1.9	A	A
1456369_at	64.2	23.1	P	A
1456372_at	16.6	56.7	A	A
1456376_at	10	2.5	A	A
